Trace_Number,Case_Number,time:timestamp,concept:name,vehicleClass,totalPaymentAmount,lifecycle:transition,dismissal,article,points,expense,notificationType,lastSent,paymentAmount,amount,org:resource
A10846,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10847,0,2007-04-16T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10847,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10847,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10847,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10847,4,2008-09-02T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10850,0,2007-04-16T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,561
A10850,1,2007-04-16T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10851,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10851,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10852,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10852,1,2007-10-31T00:00:00+01:00,Send Fine,,,complete,,,,18.6,,,,,
A10852,2,2007-11-13T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10852,3,2008-01-12T00:00:00+01:00,Add penalty,,,complete,,,,,,,,74.0,
A10852,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10853,0,2007-03-22T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10853,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10853,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10853,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10853,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10855,0,2007-03-23T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10855,1,2007-03-29T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10856,0,2007-03-23T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10856,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10858,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10858,1,2007-09-13T00:00:00+02:00,Send Fine,,,complete,,,,26.0,,,,,
A10858,2,2007-09-22T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10858,3,2007-11-20T00:00:00+01:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
A10858,4,2007-11-21T00:00:00+01:00,Add penalty,,,complete,,,,,,,,74.0,
A10858,5,2008-01-08T00:00:00+01:00,Send Appeal to Prefecture,,,complete,NIL,,,,,,,,
A10858,6,2008-05-28T00:00:00+02:00,Receive Result Appeal from Prefecture,,,complete,,,,,,,,,
A10858,7,2008-06-24T00:00:00+02:00,Notify Result Appeal to Offender,,,complete,,,,,,,,,
A10858,8,2008-07-24T00:00:00+02:00,Payment,,98.0,complete,,,,,,,98.0,,
A1086,0,2006-08-10T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1086,1,2006-09-12T00:00:00+02:00,Payment,,35.0,complete,,,,,,,35.0,,
A10863,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10863,1,2007-03-28T00:00:00+02:00,Payment,,22.0,complete,,,,,,,22.0,,
A10867,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10867,1,2007-03-30T00:00:00+02:00,Payment,,32.0,complete,,,,,,,32.0,,
A10868,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10868,1,2007-03-29T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10869,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10869,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10871,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10871,1,2007-03-30T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10872,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10872,1,2007-04-02T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10873,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10873,1,2007-03-26T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10874,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10874,1,2007-06-05T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10875,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10875,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10877,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10877,1,2007-04-13T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10878,0,2007-03-25T00:00:00+01:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10878,1,2007-03-28T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10881,0,2007-03-26T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10881,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10881,2,2007-08-16T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10881,3,2007-10-15T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10881,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10882,0,2007-03-26T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10882,1,2007-03-28T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10883,0,2007-03-26T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10883,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10884,0,2007-03-27T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10884,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10884,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10884,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10884,4,2008-10-09T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10887,0,2007-03-30T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10887,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10887,2,2007-08-17T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10887,3,2007-10-16T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10887,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A1089,0,2006-08-10T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1089,1,2006-12-13T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1089,2,2006-12-21T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1089,3,2007-02-19T00:00:00+01:00,Add penalty,,,complete,,,,,,,,71.5,
A1089,4,2007-04-06T00:00:00+02:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
A1089,5,2007-06-01T00:00:00+02:00,Send Appeal to Prefecture,,,complete,#,,,,,,,,
A10890,0,2007-03-31T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10890,1,2007-04-06T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10894,0,2007-03-31T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10894,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10894,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10894,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10894,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10896,0,2007-03-31T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10896,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10898,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10898,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10898,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10898,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10898,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10902,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10902,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10902,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10902,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10902,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10904,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10904,1,2007-04-04T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10908,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10908,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10908,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10908,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10908,4,2008-09-03T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10912,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10912,1,2007-04-02T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10914,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10914,1,2007-04-03T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10915,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10915,1,2007-04-02T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A1092,0,2006-08-11T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1092,1,2006-12-13T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A10921,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10921,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10921,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10921,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10921,4,2008-10-15T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10922,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10922,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10923,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10923,1,2007-05-12T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10924,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10924,1,2007-05-09T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10925,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10925,1,2007-04-10T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10927,0,2007-04-01T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10927,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10927,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10927,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10927,4,2007-11-03T00:00:00+01:00,Payment,,49.0,complete,,,,,,,49.0,,
A10927,5,2007-12-05T00:00:00+01:00,Payment,,87.0,complete,,,,,,,38.0,,
A10928,0,2007-04-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10928,1,2007-04-05T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10929,0,2007-04-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10929,1,2007-08-20T00:00:00+02:00,Send Fine,,,complete,,,,18.6,,,,,
A10929,2,2007-08-28T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10929,3,2007-10-12T00:00:00+02:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
A10929,4,2007-10-27T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10929,5,2007-12-10T00:00:00+01:00,Send Appeal to Prefecture,,,complete,#,,,,,,,,
A1093,0,2006-08-11T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1093,1,2006-12-13T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1093,2,2007-01-02T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1093,3,2007-03-03T00:00:00+01:00,Add penalty,,,complete,,,,,,,,71.5,
A1093,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10931,0,2007-04-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10931,1,2007-05-04T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10934,0,2007-04-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10934,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10934,2,2007-07-25T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10934,3,2007-09-23T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10934,4,2007-09-24T00:00:00+02:00,Payment,,49.0,complete,,,,,,,49.0,,
A10937,0,2007-04-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10937,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10937,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10937,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10937,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10938,0,2007-04-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10938,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10938,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10938,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10938,4,2008-10-22T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10939,0,2007-04-05T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10939,1,2007-04-10T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A1094,0,2006-08-11T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1094,1,2006-12-13T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1094,2,2006-12-28T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1094,3,2007-02-26T00:00:00+01:00,Add penalty,,,complete,,,,,,,,71.5,
A1094,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10940,0,2007-04-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10940,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10940,2,2007-08-11T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10940,3,2007-10-10T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10940,4,2008-08-30T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10941,0,2007-04-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10941,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10942,0,2007-04-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10942,1,2007-06-05T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10943,0,2007-04-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10943,1,2007-04-23T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10944,0,2007-04-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10944,1,2007-04-12T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10946,0,2007-04-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10946,1,2007-04-13T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10947,0,2007-04-06T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10947,1,2007-05-03T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10948,0,2007-04-08T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10948,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10949,0,2007-04-08T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10949,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10949,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10949,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10949,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A1095,0,2006-08-12T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1095,1,2006-09-28T00:00:00+02:00,Payment,,35.0,complete,,,,,,,35.0,,
A10950,0,2007-04-08T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10950,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10950,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10950,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10950,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10951,0,2007-04-08T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10951,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10951,2,2007-08-19T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10951,3,2007-10-18T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10951,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10954,0,2007-04-08T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10954,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10954,2,2007-08-05T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10954,3,2007-09-05T00:00:00+02:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
A10954,4,2007-10-04T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10954,5,2007-10-30T00:00:00+01:00,Send Appeal to Prefecture,,,complete,#,,,,,,,,
A10956,0,2007-04-10T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10956,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10958,0,2007-04-12T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10958,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10958,2,2007-08-05T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10958,3,2007-10-04T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10958,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A1096,0,2006-08-12T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1096,1,2006-12-13T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1096,2,2007-01-13T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1096,3,2007-03-14T00:00:00+01:00,Add penalty,,,complete,,,,,,,,71.5,
A1096,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10961,0,2007-04-12T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10961,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10961,2,2007-08-18T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10961,3,2007-10-17T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10961,4,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10963,0,2007-04-13T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10963,1,2007-04-16T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10964,0,2007-04-13T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,7,0,,,,,22.0,541
A10964,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10964,2,2007-08-13T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10964,3,2007-10-12T00:00:00+02:00,Add penalty,,,complete,,,,,,,,44.0,
A10964,4,2007-12-11T00:00:00+01:00,Payment,,35.0,complete,,,,,,,35.0,,
A10964,5,2009-03-30T00:00:00+02:00,Send for Credit Collection,,,complete,,,,,,,,,
A10965,0,2007-04-13T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10965,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10966,0,2007-04-13T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10966,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10966,2,2007-08-09T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10966,3,2007-10-08T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10966,4,2008-09-24T00:00:00+02:00,Payment,,87.0,complete,,,,,,,87.0,,
A10967,0,2007-04-13T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10967,1,2007-04-23T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A1097,0,2006-08-12T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1097,1,2006-12-13T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1097,2,2007-01-05T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1097,3,2007-03-06T00:00:00+01:00,Add penalty,,,complete,,,,,,,,71.5,
A1097,4,2007-03-06T00:00:00+01:00,Payment,,46.0,complete,,,,,,,46.0,,
A10971,0,2007-04-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10971,1,2007-04-15T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10972,0,2007-04-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10972,1,2007-04-16T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10975,0,2007-04-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10975,1,2007-04-16T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10976,0,2007-04-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10976,1,2007-04-19T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10977,0,2007-04-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10977,1,2007-04-17T00:00:00+02:00,Payment,,36.0,complete,,,,,,,36.0,,
A10978,0,2007-04-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10978,1,2007-07-17T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A1098,0,2006-08-12T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,35.0,557
A1098,1,2006-12-13T00:00:00+01:00,Send Fine,,,complete,,,,11.0,,,,,
A1098,2,2006-12-27T00:00:00+01:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A1098,3,2007-01-18T00:00:00+01:00,Payment,,35.0,complete,,,,,,,35.0,,
A1098,4,2007-02-25T00:00:00+01:00,Add penalty,,,complete,,,,,,,,71.5,
A1098,5,2007-03-02T00:00:00+01:00,Payment,,46.0,complete,,,,,,,11.0,,
A10980,0,2007-04-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10980,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10981,0,2007-04-15T00:00:00+02:00,Create Fine,A,0.0,complete,NIL,157,0,,,,,36.0,541
A10981,1,2007-08-02T00:00:00+02:00,Send Fine,,,complete,,,,13.0,,,,,
A10981,2,2007-08-10T00:00:00+02:00,Insert Fine Notification,,,complete,,,,,P,P,,,
A10981,3,2007-10-09T00:00:00+02:00,Add penalty,,,complete,,,,,,,,74.0,
A10981,4,2007-10-22T00:00:00+02:00,Insert Date Appeal to Prefecture,,,complete,,,,,,,,,
